a,b,c,gamma,mu,LogLik,index
0.1,0.2,0.3,0.01,0.005,-69971.21785091065,51
0.1,0.168,0.3,0.01,0.005,-255304.3544233423,51
0.1,0.2,0.2992,0.01,0.005,-67720.78818498645,51
0.1,0.247,0.1856,0.01,0.005,-96063.99602833213,51
0.1,0.2,0.3,0.01,0.005,-27728.021832007915,52
0.1,0.168,0.3,0.01,0.005,-495416.71700221614,52
0.1,0.2,0.2992,0.01,0.005,-28389.66880859171,52
0.1,0.168,0.4128,0.01,0.005,-98934.06163432413,52
0.1,0.2,0.3,0.01,0.005,-56154.617915967654,53
0.1,0.247,0.3,0.01,0.005,-438797.27229321335,53
0.1,0.2,0.2992,0.01,0.005,-57595.013941286314,53
0.1,0.168,0.4128,0.01,0.005,-104424.7170051623,53
0.1,0.2,0.3,0.01,0.005,-57146.92551651384,54
0.1,0.168,0.3,0.01,0.005,-505278.11859343806,54
0.1,0.2,0.2992,0.01,0.005,-57767.72665112501,54
0.1,0.168,0.4128,0.01,0.005,-112305.83163981128,54
0.1,0.2,0.3,0.01,0.005,-48181.01629266815,55
0.1,0.247,0.3,0.01,0.005,-452671.8230328167,55
0.1,0.2,0.2992,0.01,0.005,-49189.95330129325,55
0.1,0.168,0.4128,0.01,0.005,-121585.8420009881,55
0.1,0.2,0.3,0.01,0.005,-72789.43455820977,56
0.1,0.168,0.3,0.01,0.005,-410688.3856270887,56
0.1,0.2,0.2992,0.01,0.005,-73147.38076158539,56
0.1,0.168,0.4128,0.01,0.005,-54802.18289479747,56
0.1,0.2,0.3,0.01,0.005,-430385.12328063714,57
0.1,0.168,0.3,0.01,0.005,-142310.94694389767,57
0.1,0.2,0.2424,0.01,0.005,-70208.31923537746,57
0.1,0.168,0.2992,0.01,0.005,-142111.58797794458,57
0.1,0.2,0.3,0.01,0.005,-33058.82460972527,58
0.1,0.168,0.3,0.01,0.005,-434161.7397538198,58
0.1,0.2,0.2992,0.01,0.005,-32915.71571495886,58
0.1,0.168,0.4128,0.01,0.005,-128002.67266851291,58
0.1,0.2,0.3,0.01,0.005,-107042.02351549057,59
0.1,0.168,0.3,0.01,0.005,-340984.6574276055,59
0.1,0.2,0.2992,0.01,0.005,-105067.10183912188,59
0.1,0.247,0.1856,0.01,0.005,-143683.6379722799,59
0.1,0.2,0.3,0.01,0.005,-99266.03014690964,60
0.1,0.168,0.3,0.01,0.005,-243239.4265370585,60
0.1,0.2,0.2424,0.01,0.005,-81154.08951137829,60
0.1,0.247,0.1856,0.01,0.005,-89198.00316502474,60
0.1,0.2,0.3,0.01,0.005,-151997.01468904776,61
0.1,0.247,0.3,0.01,0.005,-304625.05498322775,61
0.1,0.2,0.35600000000000004,0.01,0.005,-56320.14941311076,61
0.1,0.168,0.4696,0.01,0.005,-117199.14624079152,61
0.1,0.2,0.3,0.01,0.005,-35229.01989670553,62
0.1,0.168,0.3,0.01,0.005,-424899.386241417,62
0.1,0.2,0.2992,0.01,0.005,-35325.35592450171,62
0.1,0.168,0.4128,0.01,0.005,-94533.57750001227,62
0.1,0.2,0.3,0.01,0.005,-58329.0965135702,63
0.1,0.168,0.3,0.01,0.005,-382563.0484287693,63
0.1,0.2,0.2992,0.01,0.005,-57188.23216956315,63
0.1,0.247,0.1856,0.01,0.005,-147887.29849778395,63
0.1,0.2,0.3,0.01,0.005,-71232.76686213941,64
0.1,0.168,0.3,0.01,0.005,-257721.22265669526,64
0.1,0.2,0.2992,0.01,0.005,-69078.43121771576,64
0.1,0.247,0.1856,0.01,0.005,-111408.33920659787,64
0.1,0.2,0.3,0.01,0.005,-181483.11764146868,65
0.1,0.168,0.3,0.01,0.005,-172762.9391071932,65
0.1,0.2,0.2424,0.01,0.005,-41527.96776663709,65
0.1,0.247,0.1856,0.01,0.005,-77887.47306063793,65
0.1,0.2,0.3,0.01,0.005,-144601.3139537904,66
0.1,0.247,0.3,0.01,0.005,-348607.5797680503,66
0.1,0.2,0.35600000000000004,0.01,0.005,-45829.09962736132,66
0.1,0.168,0.4696,0.01,0.005,-60684.72170222863,66
0.1,0.2,0.3,0.01,0.005,-241839.3883587666,67
0.1,0.247,0.3,0.01,0.005,-401366.1988871703,67
0.1,0.2,0.35600000000000004,0.01,0.005,-103994.22378955099,67
0.1,0.168,0.5264,0.01,0.005,-81986.63403581559,67
0.1,0.2,0.3,0.01,0.005,-64493.09576510373,68
0.1,0.168,0.3,0.01,0.005,-369606.80803085386,68
0.1,0.2,0.2992,0.01,0.005,-63189.98151166615,68
0.1,0.247,0.1856,0.01,0.005,-122729.52119746359,68
0.1,0.2,0.3,0.01,0.005,-49426.77615186106,69
0.1,0.247,0.3,0.01,0.005,-445240.31461605954,69
0.1,0.2,0.2992,0.01,0.005,-50456.87007928331,69
0.1,0.247,0.2424,0.01,0.005,-137018.17315434144,69
0.1,0.2,0.3,0.01,0.005,-57432.35620434232,70
0.1,0.247,0.3,0.01,0.005,-438524.09376882267,70
0.1,0.2,0.2992,0.01,0.005,-58955.406749525326,70
0.1,0.168,0.4128,0.01,0.005,-101500.71241003797,70
0.1,0.2,0.3,0.01,0.005,-167883.46389897165,71
0.1,0.168,0.3,0.01,0.005,-265781.8126662631,71
0.1,0.2,0.2424,0.01,0.005,-81515.69614452733,71
0.1,0.247,0.1856,0.01,0.005,-60214.511427663674,71
0.1,0.2,0.3,0.01,0.005,-46691.707465948006,72
0.1,0.168,0.3,0.01,0.005,-323936.82329365634,72
0.1,0.2,0.2992,0.01,0.005,-46075.86317098622,72
0.1,0.168,0.4128,0.01,0.005,-74514.91360426406,72
0.1,0.2,0.3,0.01,0.005,-53245.36358653245,73
0.1,0.168,0.3,0.01,0.005,-358856.76565862214,73
0.1,0.2,0.2992,0.01,0.005,-52065.20210558865,73
0.1,0.168,0.35600000000000004,0.01,0.005,-148059.0327822117,73
0.1,0.2,0.3,0.01,0.005,-218760.26329267054,74
0.1,0.168,0.3,0.01,0.005,-176227.15239397576,74
0.1,0.2,0.2424,0.01,0.005,-40580.20964515796,74
0.1,0.247,0.1856,0.01,0.005,-67707.9635980925,74
0.1,0.2,0.3,0.01,0.005,-185967.26275544413,75
0.1,0.247,0.3,0.01,0.005,-328199.07935366,75
0.1,0.2,0.35600000000000004,0.01,0.005,-58298.57563519755,75
0.1,0.168,0.5264,0.01,0.005,-73296.68896033445,75
