paramN,a,b,c,H,V,m ,gamma,mu,R0,Persist
1147,1,0.1,0.6,19820,198200,10,0.25,0.1,4.898979486,TRUE
1148,1,0.1,0.6,19820,198200,10,0.25,0.3,2.828427125,TRUE
1149,1,0.1,0.6,19820,198200,10,0.01,0.1,24.49489743,TRUE
1150,1,0.1,0.6,19820,198200,10,0.01,0.3,14.14213562,TRUE
1151,1,0.1,0.6,19820,198200,10,0.005,0.1,34.64101615,TRUE
1152,1,0.1,0.6,19820,198200,10,0.005,0.3,20,TRUE
1153,1,0.4,0.08,100,100,1,0.25,0.1,1.13137085,TRUE
1154,1,0.4,0.08,100,100,1,0.25,0.3,0.653197265,FALSE
1155,1,0.4,0.08,100,100,1,0.01,0.1,5.656854249,TRUE
1156,1,0.4,0.08,100,100,1,0.01,0.3,3.265986324,TRUE
1157,1,0.4,0.08,100,100,1,0.005,0.1,8,TRUE
1158,1,0.4,0.08,100,100,1,0.005,0.3,4.618802154,TRUE
1159,1,0.4,0.08,100,250,2.5,0.25,0.1,1.788854382,TRUE
1160,1,0.4,0.08,100,250,2.5,0.25,0.3,1.032795559,TRUE
1161,1,0.4,0.08,100,250,2.5,0.01,0.1,8.94427191,TRUE
1162,1,0.4,0.08,100,250,2.5,0.01,0.3,5.163977795,TRUE
1163,1,0.4,0.08,100,250,2.5,0.005,0.1,12.64911064,TRUE
1164,1,0.4,0.08,100,250,2.5,0.005,0.3,7.302967433,TRUE
1165,1,0.4,0.08,100,700,7,0.25,0.1,2.993325909,TRUE
1166,1,0.4,0.08,100,700,7,0.25,0.3,1.72819752,TRUE
1167,1,0.4,0.08,100,700,7,0.01,0.1,14.96662955,TRUE
1168,1,0.4,0.08,100,700,7,0.01,0.3,8.640987598,TRUE
1169,1,0.4,0.08,100,700,7,0.005,0.1,21.16601049,TRUE
1170,1,0.4,0.08,100,700,7,0.005,0.3,12.22020185,TRUE
1171,1,0.4,0.08,100,1000,10,0.25,0.1,3.577708764,TRUE
1172,1,0.4,0.08,100,1000,10,0.25,0.3,2.065591118,TRUE
1173,1,0.4,0.08,100,1000,10,0.01,0.1,17.88854382,TRUE
1174,1,0.4,0.08,100,1000,10,0.01,0.3,10.32795559,TRUE
1175,1,0.4,0.08,100,1000,10,0.005,0.1,25.29822128,TRUE
1176,1,0.4,0.08,100,1000,10,0.005,0.3,14.60593487,TRUE
1177,1,0.4,0.08,780,780,1,0.25,0.1,1.13137085,TRUE
1178,1,0.4,0.08,780,780,1,0.25,0.3,0.653197265,FALSE
1179,1,0.4,0.08,780,780,1,0.01,0.1,5.656854249,TRUE
1180,1,0.4,0.08,780,780,1,0.01,0.3,3.265986324,TRUE
1181,1,0.4,0.08,780,780,1,0.005,0.1,8,TRUE
1182,1,0.4,0.08,780,780,1,0.005,0.3,4.618802154,TRUE
1183,1,0.4,0.08,780,1950,2.5,0.25,0.1,1.788854382,TRUE
1184,1,0.4,0.08,780,1950,2.5,0.25,0.3,1.032795559,TRUE
1185,1,0.4,0.08,780,1950,2.5,0.01,0.1,8.94427191,TRUE
1186,1,0.4,0.08,780,1950,2.5,0.01,0.3,5.163977795,TRUE
1187,1,0.4,0.08,780,1950,2.5,0.005,0.1,12.64911064,TRUE
1188,1,0.4,0.08,780,1950,2.5,0.005,0.3,7.302967433,TRUE
1189,1,0.4,0.08,780,5460,7,0.25,0.1,2.993325909,TRUE
1190,1,0.4,0.08,780,5460,7,0.25,0.3,1.72819752,TRUE
1191,1,0.4,0.08,780,5460,7,0.01,0.1,14.96662955,TRUE
1192,1,0.4,0.08,780,5460,7,0.01,0.3,8.640987598,TRUE
1193,1,0.4,0.08,780,5460,7,0.005,0.1,21.16601049,TRUE
1194,1,0.4,0.08,780,5460,7,0.005,0.3,12.22020185,TRUE
1195,1,0.4,0.08,780,7800,10,0.25,0.1,3.577708764,TRUE
1196,1,0.4,0.08,780,7800,10,0.25,0.3,2.065591118,TRUE
1197,1,0.4,0.08,780,7800,10,0.01,0.1,17.88854382,TRUE
1198,1,0.4,0.08,780,7800,10,0.01,0.3,10.32795559,TRUE
1199,1,0.4,0.08,780,7800,10,0.005,0.1,25.29822128,TRUE
1200,1,0.4,0.08,780,7800,10,0.005,0.3,14.60593487,TRUE
1201,1,0.4,0.08,37500,37500,1,0.25,0.1,1.13137085,TRUE
1202,1,0.4,0.08,37500,37500,1,0.25,0.3,0.653197265,FALSE
1203,1,0.4,0.08,37500,37500,1,0.01,0.1,5.656854249,TRUE
1204,1,0.4,0.08,37500,37500,1,0.01,0.3,3.265986324,TRUE
1205,1,0.4,0.08,37500,37500,1,0.005,0.1,8,TRUE
1206,1,0.4,0.08,37500,37500,1,0.005,0.3,4.618802154,TRUE
1207,1,0.4,0.08,37500,93750,2.5,0.25,0.1,1.788854382,TRUE
1208,1,0.4,0.08,37500,93750,2.5,0.25,0.3,1.032795559,TRUE
1209,1,0.4,0.08,37500,93750,2.5,0.01,0.1,8.94427191,TRUE
1210,1,0.4,0.08,37500,93750,2.5,0.01,0.3,5.163977795,TRUE
1211,1,0.4,0.08,37500,93750,2.5,0.005,0.1,12.64911064,TRUE
1212,1,0.4,0.08,37500,93750,2.5,0.005,0.3,7.302967433,TRUE
1213,1,0.4,0.08,37500,262500,7,0.25,0.1,2.993325909,TRUE
1214,1,0.4,0.08,37500,262500,7,0.25,0.3,1.72819752,TRUE
1215,1,0.4,0.08,37500,262500,7,0.01,0.1,14.96662955,TRUE
1216,1,0.4,0.08,37500,262500,7,0.01,0.3,8.640987598,TRUE
1217,1,0.4,0.08,37500,262500,7,0.005,0.1,21.16601049,TRUE
1218,1,0.4,0.08,37500,262500,7,0.005,0.3,12.22020185,TRUE
1219,1,0.4,0.08,37500,375000,10,0.25,0.1,3.577708764,TRUE
1220,1,0.4,0.08,37500,375000,10,0.25,0.3,2.065591118,TRUE
1221,1,0.4,0.08,37500,375000,10,0.01,0.1,17.88854382,TRUE
1222,1,0.4,0.08,37500,375000,10,0.01,0.3,10.32795559,TRUE
1223,1,0.4,0.08,37500,375000,10,0.005,0.1,25.29822128,TRUE
1224,1,0.4,0.08,37500,375000,10,0.005,0.3,14.60593487,TRUE
1225,1,0.4,0.08,19820,19820,1,0.25,0.1,1.13137085,TRUE
1226,1,0.4,0.08,19820,19820,1,0.25,0.3,0.653197265,FALSE
1227,1,0.4,0.08,19820,19820,1,0.01,0.1,5.656854249,TRUE
1228,1,0.4,0.08,19820,19820,1,0.01,0.3,3.265986324,TRUE
1229,1,0.4,0.08,19820,19820,1,0.005,0.1,8,TRUE
1230,1,0.4,0.08,19820,19820,1,0.005,0.3,4.618802154,TRUE
1231,1,0.4,0.08,19820,49550,2.5,0.25,0.1,1.788854382,TRUE
1232,1,0.4,0.08,19820,49550,2.5,0.25,0.3,1.032795559,TRUE
1233,1,0.4,0.08,19820,49550,2.5,0.01,0.1,8.94427191,TRUE
1234,1,0.4,0.08,19820,49550,2.5,0.01,0.3,5.163977795,TRUE
1235,1,0.4,0.08,19820,49550,2.5,0.005,0.1,12.64911064,TRUE
1236,1,0.4,0.08,19820,49550,2.5,0.005,0.3,7.302967433,TRUE
1237,1,0.4,0.08,19820,138740,7,0.25,0.1,2.993325909,TRUE
1238,1,0.4,0.08,19820,138740,7,0.25,0.3,1.72819752,TRUE
1239,1,0.4,0.08,19820,138740,7,0.01,0.1,14.96662955,TRUE
1240,1,0.4,0.08,19820,138740,7,0.01,0.3,8.640987598,TRUE
1241,1,0.4,0.08,19820,138740,7,0.005,0.1,21.16601049,TRUE
1242,1,0.4,0.08,19820,138740,7,0.005,0.3,12.22020185,TRUE
1243,1,0.4,0.08,19820,198200,10,0.25,0.1,3.577708764,TRUE
1244,1,0.4,0.08,19820,198200,10,0.25,0.3,2.065591118,TRUE
1245,1,0.4,0.08,19820,198200,10,0.01,0.1,17.88854382,TRUE
1246,1,0.4,0.08,19820,198200,10,0.01,0.3,10.32795559,TRUE
1247,1,0.4,0.08,19820,198200,10,0.005,0.1,25.29822128,TRUE
1248,1,0.4,0.08,19820,198200,10,0.005,0.3,14.60593487,TRUE
1249,1,0.4,0.27,100,100,1,0.25,0.1,2.078460969,TRUE
1250,1,0.4,0.27,100,100,1,0.25,0.3,1.2,TRUE
1251,1,0.4,0.27,100,100,1,0.01,0.1,10.39230485,TRUE
1252,1,0.4,0.27,100,100,1,0.01,0.3,6,TRUE
1253,1,0.4,0.27,100,100,1,0.005,0.1,14.69693846,TRUE
1254,1,0.4,0.27,100,100,1,0.005,0.3,8.485281374,TRUE
1255,1,0.4,0.27,100,250,2.5,0.25,0.1,3.286335345,TRUE
1256,1,0.4,0.27,100,250,2.5,0.25,0.3,1.897366596,TRUE
1257,1,0.4,0.27,100,250,2.5,0.01,0.1,16.43167673,TRUE
1258,1,0.4,0.27,100,250,2.5,0.01,0.3,9.486832981,TRUE
1259,1,0.4,0.27,100,250,2.5,0.005,0.1,23.23790008,TRUE
1260,1,0.4,0.27,100,250,2.5,0.005,0.3,13.41640786,TRUE
1261,1,0.4,0.27,100,700,7,0.25,0.1,5.499090834,TRUE
1262,1,0.4,0.27,100,700,7,0.25,0.3,3.174901573,TRUE
1263,1,0.4,0.27,100,700,7,0.01,0.1,27.49545417,TRUE
1264,1,0.4,0.27,100,700,7,0.01,0.3,15.87450787,TRUE
1265,1,0.4,0.27,100,700,7,0.005,0.1,38.88444419,TRUE
1266,1,0.4,0.27,100,700,7,0.005,0.3,22.44994432,TRUE
1267,1,0.4,0.27,100,1000,10,0.25,0.1,6.57267069,TRUE
1268,1,0.4,0.27,100,1000,10,0.25,0.3,3.794733192,TRUE
1269,1,0.4,0.27,100,1000,10,0.01,0.1,32.86335345,TRUE
1270,1,0.4,0.27,100,1000,10,0.01,0.3,18.97366596,TRUE
1271,1,0.4,0.27,100,1000,10,0.005,0.1,46.47580015,TRUE
1272,1,0.4,0.27,100,1000,10,0.005,0.3,26.83281573,TRUE
1273,1,0.4,0.27,780,780,1,0.25,0.1,2.078460969,TRUE
1274,1,0.4,0.27,780,780,1,0.25,0.3,1.2,TRUE
1275,1,0.4,0.27,780,780,1,0.01,0.1,10.39230485,TRUE
1276,1,0.4,0.27,780,780,1,0.01,0.3,6,TRUE
1277,1,0.4,0.27,780,780,1,0.005,0.1,14.69693846,TRUE
1278,1,0.4,0.27,780,780,1,0.005,0.3,8.485281374,TRUE
1279,1,0.4,0.27,780,1950,2.5,0.25,0.1,3.286335345,TRUE
1280,1,0.4,0.27,780,1950,2.5,0.25,0.3,1.897366596,TRUE
1281,1,0.4,0.27,780,1950,2.5,0.01,0.1,16.43167673,TRUE
1282,1,0.4,0.27,780,1950,2.5,0.01,0.3,9.486832981,TRUE
1283,1,0.4,0.27,780,1950,2.5,0.005,0.1,23.23790008,TRUE
1284,1,0.4,0.27,780,1950,2.5,0.005,0.3,13.41640786,TRUE
1285,1,0.4,0.27,780,5460,7,0.25,0.1,5.499090834,TRUE
1286,1,0.4,0.27,780,5460,7,0.25,0.3,3.174901573,TRUE
1287,1,0.4,0.27,780,5460,7,0.01,0.1,27.49545417,TRUE
1288,1,0.4,0.27,780,5460,7,0.01,0.3,15.87450787,TRUE
1289,1,0.4,0.27,780,5460,7,0.005,0.1,38.88444419,TRUE
1290,1,0.4,0.27,780,5460,7,0.005,0.3,22.44994432,TRUE
1291,1,0.4,0.27,780,7800,10,0.25,0.1,6.57267069,TRUE
1292,1,0.4,0.27,780,7800,10,0.25,0.3,3.794733192,TRUE
1293,1,0.4,0.27,780,7800,10,0.01,0.1,32.86335345,TRUE
1294,1,0.4,0.27,780,7800,10,0.01,0.3,18.97366596,TRUE
1295,1,0.4,0.27,780,7800,10,0.005,0.1,46.47580015,TRUE
1296,1,0.4,0.27,780,7800,10,0.005,0.3,26.83281573,TRUE
1297,1,0.4,0.27,37500,37500,1,0.25,0.1,2.078460969,TRUE
1298,1,0.4,0.27,37500,37500,1,0.25,0.3,1.2,TRUE
1299,1,0.4,0.27,37500,37500,1,0.01,0.1,10.39230485,TRUE
1300,1,0.4,0.27,37500,37500,1,0.01,0.3,6,TRUE
1301,1,0.4,0.27,37500,37500,1,0.005,0.1,14.69693846,TRUE
1302,1,0.4,0.27,37500,37500,1,0.005,0.3,8.485281374,TRUE
1303,1,0.4,0.27,37500,93750,2.5,0.25,0.1,3.286335345,TRUE
1304,1,0.4,0.27,37500,93750,2.5,0.25,0.3,1.897366596,TRUE
1305,1,0.4,0.27,37500,93750,2.5,0.01,0.1,16.43167673,TRUE
1306,1,0.4,0.27,37500,93750,2.5,0.01,0.3,9.486832981,TRUE
1307,1,0.4,0.27,37500,93750,2.5,0.005,0.1,23.23790008,TRUE
1308,1,0.4,0.27,37500,93750,2.5,0.005,0.3,13.41640786,TRUE
1309,1,0.4,0.27,37500,262500,7,0.25,0.1,5.499090834,TRUE
1310,1,0.4,0.27,37500,262500,7,0.25,0.3,3.174901573,TRUE
1311,1,0.4,0.27,37500,262500,7,0.01,0.1,27.49545417,TRUE
1312,1,0.4,0.27,37500,262500,7,0.01,0.3,15.87450787,TRUE
1313,1,0.4,0.27,37500,262500,7,0.005,0.1,38.88444419,TRUE
1314,1,0.4,0.27,37500,262500,7,0.005,0.3,22.44994432,TRUE
1315,1,0.4,0.27,37500,375000,10,0.25,0.1,6.57267069,TRUE
1316,1,0.4,0.27,37500,375000,10,0.25,0.3,3.794733192,TRUE
1317,1,0.4,0.27,37500,375000,10,0.01,0.1,32.86335345,TRUE
1318,1,0.4,0.27,37500,375000,10,0.01,0.3,18.97366596,TRUE
1319,1,0.4,0.27,37500,375000,10,0.005,0.1,46.47580015,TRUE
1320,1,0.4,0.27,37500,375000,10,0.005,0.3,26.83281573,TRUE
1321,1,0.4,0.27,19820,19820,1,0.25,0.1,2.078460969,TRUE
1322,1,0.4,0.27,19820,19820,1,0.25,0.3,1.2,TRUE
1323,1,0.4,0.27,19820,19820,1,0.01,0.1,10.39230485,TRUE
1324,1,0.4,0.27,19820,19820,1,0.01,0.3,6,TRUE
1325,1,0.4,0.27,19820,19820,1,0.005,0.1,14.69693846,TRUE
1326,1,0.4,0.27,19820,19820,1,0.005,0.3,8.485281374,TRUE
1327,1,0.4,0.27,19820,49550,2.5,0.25,0.1,3.286335345,TRUE
1328,1,0.4,0.27,19820,49550,2.5,0.25,0.3,1.897366596,TRUE
1329,1,0.4,0.27,19820,49550,2.5,0.01,0.1,16.43167673,TRUE
1330,1,0.4,0.27,19820,49550,2.5,0.01,0.3,9.486832981,TRUE
1331,1,0.4,0.27,19820,49550,2.5,0.005,0.1,23.23790008,TRUE
1332,1,0.4,0.27,19820,49550,2.5,0.005,0.3,13.41640786,TRUE
1333,1,0.4,0.27,19820,138740,7,0.25,0.1,5.499090834,TRUE
1334,1,0.4,0.27,19820,138740,7,0.25,0.3,3.174901573,TRUE
1335,1,0.4,0.27,19820,138740,7,0.01,0.1,27.49545417,TRUE
1336,1,0.4,0.27,19820,138740,7,0.01,0.3,15.87450787,TRUE
1337,1,0.4,0.27,19820,138740,7,0.005,0.1,38.88444419,TRUE
1338,1,0.4,0.27,19820,138740,7,0.005,0.3,22.44994432,TRUE
1339,1,0.4,0.27,19820,198200,10,0.25,0.1,6.57267069,TRUE
1340,1,0.4,0.27,19820,198200,10,0.25,0.3,3.794733192,TRUE
1341,1,0.4,0.27,19820,198200,10,0.01,0.1,32.86335345,TRUE
1342,1,0.4,0.27,19820,198200,10,0.01,0.3,18.97366596,TRUE
1343,1,0.4,0.27,19820,198200,10,0.005,0.1,46.47580015,TRUE
1344,1,0.4,0.27,19820,198200,10,0.005,0.3,26.83281573,TRUE
1345,1,0.4,0.6,100,100,1,0.25,0.1,3.098386677,TRUE
1346,1,0.4,0.6,100,100,1,0.25,0.3,1.788854382,TRUE
1347,1,0.4,0.6,100,100,1,0.01,0.1,15.49193338,TRUE
1348,1,0.4,0.6,100,100,1,0.01,0.3,8.94427191,TRUE
1349,1,0.4,0.6,100,100,1,0.005,0.1,21.9089023,TRUE
1350,1,0.4,0.6,100,100,1,0.005,0.3,12.64911064,TRUE
1351,1,0.4,0.6,100,250,2.5,0.25,0.1,4.898979486,TRUE
1352,1,0.4,0.6,100,250,2.5,0.25,0.3,2.828427125,TRUE
1353,1,0.4,0.6,100,250,2.5,0.01,0.1,24.49489743,TRUE
1354,1,0.4,0.6,100,250,2.5,0.01,0.3,14.14213562,TRUE
1355,1,0.4,0.6,100,250,2.5,0.005,0.1,34.64101615,TRUE
1356,1,0.4,0.6,100,250,2.5,0.005,0.3,20,TRUE
1357,1,0.4,0.6,100,700,7,0.25,0.1,8.197560613,TRUE
1358,1,0.4,0.6,100,700,7,0.25,0.3,4.732863826,TRUE
1359,1,0.4,0.6,100,700,7,0.01,0.1,40.98780306,TRUE
1360,1,0.4,0.6,100,700,7,0.01,0.3,23.66431913,TRUE
1361,1,0.4,0.6,100,700,7,0.005,0.1,57.96550698,TRUE
1362,1,0.4,0.6,100,700,7,0.005,0.3,33.46640106,TRUE
1363,1,0.4,0.6,100,1000,10,0.25,0.1,9.797958971,TRUE
1364,1,0.4,0.6,100,1000,10,0.25,0.3,5.656854249,TRUE
1365,1,0.4,0.6,100,1000,10,0.01,0.1,48.98979486,TRUE
1366,1,0.4,0.6,100,1000,10,0.01,0.3,28.28427125,TRUE
1367,1,0.4,0.6,100,1000,10,0.005,0.1,69.2820323,TRUE
1368,1,0.4,0.6,100,1000,10,0.005,0.3,40,TRUE
1369,1,0.4,0.6,780,780,1,0.25,0.1,3.098386677,TRUE
1370,1,0.4,0.6,780,780,1,0.25,0.3,1.788854382,TRUE
1371,1,0.4,0.6,780,780,1,0.01,0.1,15.49193338,TRUE
1372,1,0.4,0.6,780,780,1,0.01,0.3,8.94427191,TRUE
1373,1,0.4,0.6,780,780,1,0.005,0.1,21.9089023,TRUE
1374,1,0.4,0.6,780,780,1,0.005,0.3,12.64911064,TRUE
1375,1,0.4,0.6,780,1950,2.5,0.25,0.1,4.898979486,TRUE
1376,1,0.4,0.6,780,1950,2.5,0.25,0.3,2.828427125,TRUE
1377,1,0.4,0.6,780,1950,2.5,0.01,0.1,24.49489743,TRUE
1378,1,0.4,0.6,780,1950,2.5,0.01,0.3,14.14213562,TRUE
1379,1,0.4,0.6,780,1950,2.5,0.005,0.1,34.64101615,TRUE
1380,1,0.4,0.6,780,1950,2.5,0.005,0.3,20,TRUE
1381,1,0.4,0.6,780,5460,7,0.25,0.1,8.197560613,TRUE
1382,1,0.4,0.6,780,5460,7,0.25,0.3,4.732863826,TRUE
1383,1,0.4,0.6,780,5460,7,0.01,0.1,40.98780306,TRUE
1384,1,0.4,0.6,780,5460,7,0.01,0.3,23.66431913,TRUE
1385,1,0.4,0.6,780,5460,7,0.005,0.1,57.96550698,TRUE
1386,1,0.4,0.6,780,5460,7,0.005,0.3,33.46640106,TRUE
1387,1,0.4,0.6,780,7800,10,0.25,0.1,9.797958971,TRUE
1388,1,0.4,0.6,780,7800,10,0.25,0.3,5.656854249,TRUE
1389,1,0.4,0.6,780,7800,10,0.01,0.1,48.98979486,TRUE
1390,1,0.4,0.6,780,7800,10,0.01,0.3,28.28427125,TRUE
1391,1,0.4,0.6,780,7800,10,0.005,0.1,69.2820323,TRUE
1392,1,0.4,0.6,780,7800,10,0.005,0.3,40,TRUE
1393,1,0.4,0.6,37500,37500,1,0.25,0.1,3.098386677,TRUE
1394,1,0.4,0.6,37500,37500,1,0.25,0.3,1.788854382,TRUE
1395,1,0.4,0.6,37500,37500,1,0.01,0.1,15.49193338,TRUE
1396,1,0.4,0.6,37500,37500,1,0.01,0.3,8.94427191,TRUE
1397,1,0.4,0.6,37500,37500,1,0.005,0.1,21.9089023,TRUE
1398,1,0.4,0.6,37500,37500,1,0.005,0.3,12.64911064,TRUE
1399,1,0.4,0.6,37500,93750,2.5,0.25,0.1,4.898979486,TRUE
1400,1,0.4,0.6,37500,93750,2.5,0.25,0.3,2.828427125,TRUE
1401,1,0.4,0.6,37500,93750,2.5,0.01,0.1,24.49489743,TRUE
1402,1,0.4,0.6,37500,93750,2.5,0.01,0.3,14.14213562,TRUE
1403,1,0.4,0.6,37500,93750,2.5,0.005,0.1,34.64101615,TRUE
1404,1,0.4,0.6,37500,93750,2.5,0.005,0.3,20,TRUE
1405,1,0.4,0.6,37500,262500,7,0.25,0.1,8.197560613,TRUE
1406,1,0.4,0.6,37500,262500,7,0.25,0.3,4.732863826,TRUE
1407,1,0.4,0.6,37500,262500,7,0.01,0.1,40.98780306,TRUE
1408,1,0.4,0.6,37500,262500,7,0.01,0.3,23.66431913,TRUE
1409,1,0.4,0.6,37500,262500,7,0.005,0.1,57.96550698,TRUE
1410,1,0.4,0.6,37500,262500,7,0.005,0.3,33.46640106,TRUE
1411,1,0.4,0.6,37500,375000,10,0.25,0.1,9.797958971,TRUE
1412,1,0.4,0.6,37500,375000,10,0.25,0.3,5.656854249,TRUE
1413,1,0.4,0.6,37500,375000,10,0.01,0.1,48.98979486,TRUE
1414,1,0.4,0.6,37500,375000,10,0.01,0.3,28.28427125,TRUE
1415,1,0.4,0.6,37500,375000,10,0.005,0.1,69.2820323,TRUE
1416,1,0.4,0.6,37500,375000,10,0.005,0.3,40,TRUE
1417,1,0.4,0.6,19820,19820,1,0.25,0.1,3.098386677,TRUE
1418,1,0.4,0.6,19820,19820,1,0.25,0.3,1.788854382,TRUE
1419,1,0.4,0.6,19820,19820,1,0.01,0.1,15.49193338,TRUE
1420,1,0.4,0.6,19820,19820,1,0.01,0.3,8.94427191,TRUE
1421,1,0.4,0.6,19820,19820,1,0.005,0.1,21.9089023,TRUE
1422,1,0.4,0.6,19820,19820,1,0.005,0.3,12.64911064,TRUE
1423,1,0.4,0.6,19820,49550,2.5,0.25,0.1,4.898979486,TRUE
1424,1,0.4,0.6,19820,49550,2.5,0.25,0.3,2.828427125,TRUE
1425,1,0.4,0.6,19820,49550,2.5,0.01,0.1,24.49489743,TRUE
1426,1,0.4,0.6,19820,49550,2.5,0.01,0.3,14.14213562,TRUE
1427,1,0.4,0.6,19820,49550,2.5,0.005,0.1,34.64101615,TRUE
1428,1,0.4,0.6,19820,49550,2.5,0.005,0.3,20,TRUE
1429,1,0.4,0.6,19820,138740,7,0.25,0.1,8.197560613,TRUE
1430,1,0.4,0.6,19820,138740,7,0.25,0.3,4.732863826,TRUE
1431,1,0.4,0.6,19820,138740,7,0.01,0.1,40.98780306,TRUE
1432,1,0.4,0.6,19820,138740,7,0.01,0.3,23.66431913,TRUE
1433,1,0.4,0.6,19820,138740,7,0.005,0.1,57.96550698,TRUE
1434,1,0.4,0.6,19820,138740,7,0.005,0.3,33.46640106,TRUE
1435,1,0.4,0.6,19820,198200,10,0.25,0.1,9.797958971,TRUE
1436,1,0.4,0.6,19820,198200,10,0.25,0.3,5.656854249,TRUE
1437,1,0.4,0.6,19820,198200,10,0.01,0.1,48.98979486,TRUE
1438,1,0.4,0.6,19820,198200,10,0.01,0.3,28.28427125,TRUE
