paramN,a,b,c,H,V,m ,gamma,mu,R0,Persist
1439,1,0.4,0.6,19820,198200,10,0.005,0.1,69.2820323,TRUE
1440,1,0.4,0.6,19820,198200,10,0.005,0.3,40,TRUE
1441,1,0.75,0.08,100,100,1,0.25,0.1,1.549193338,TRUE
1442,1,0.75,0.08,100,100,1,0.25,0.3,0.894427191,FALSE
1443,1,0.75,0.08,100,100,1,0.01,0.1,7.745966692,TRUE
1444,1,0.75,0.08,100,100,1,0.01,0.3,4.472135955,TRUE
1445,1,0.75,0.08,100,100,1,0.005,0.1,10.95445115,TRUE
1446,1,0.75,0.08,100,100,1,0.005,0.3,6.32455532,TRUE
1447,1,0.75,0.08,100,250,2.5,0.25,0.1,2.449489743,TRUE
1448,1,0.75,0.08,100,250,2.5,0.25,0.3,1.414213562,TRUE
1449,1,0.75,0.08,100,250,2.5,0.01,0.1,12.24744871,TRUE
1450,1,0.75,0.08,100,250,2.5,0.01,0.3,7.071067812,TRUE
1451,1,0.75,0.08,100,250,2.5,0.005,0.1,17.32050808,TRUE
1452,1,0.75,0.08,100,250,2.5,0.005,0.3,10,TRUE
1453,1,0.75,0.08,100,700,7,0.25,0.1,4.098780306,TRUE
1454,1,0.75,0.08,100,700,7,0.25,0.3,2.366431913,TRUE
1455,1,0.75,0.08,100,700,7,0.01,0.1,20.49390153,TRUE
1456,1,0.75,0.08,100,700,7,0.01,0.3,11.83215957,TRUE
1457,1,0.75,0.08,100,700,7,0.005,0.1,28.98275349,TRUE
1458,1,0.75,0.08,100,700,7,0.005,0.3,16.73320053,TRUE
1459,1,0.75,0.08,100,1000,10,0.25,0.1,4.898979486,TRUE
1460,1,0.75,0.08,100,1000,10,0.25,0.3,2.828427125,TRUE
1461,1,0.75,0.08,100,1000,10,0.01,0.1,24.49489743,TRUE
1462,1,0.75,0.08,100,1000,10,0.01,0.3,14.14213562,TRUE
1463,1,0.75,0.08,100,1000,10,0.005,0.1,34.64101615,TRUE
1464,1,0.75,0.08,100,1000,10,0.005,0.3,20,TRUE
1465,1,0.75,0.08,780,780,1,0.25,0.1,1.549193338,TRUE
1466,1,0.75,0.08,780,780,1,0.25,0.3,0.894427191,FALSE
1467,1,0.75,0.08,780,780,1,0.01,0.1,7.745966692,TRUE
1468,1,0.75,0.08,780,780,1,0.01,0.3,4.472135955,TRUE
1469,1,0.75,0.08,780,780,1,0.005,0.1,10.95445115,TRUE
1470,1,0.75,0.08,780,780,1,0.005,0.3,6.32455532,TRUE
1471,1,0.75,0.08,780,1950,2.5,0.25,0.1,2.449489743,TRUE
1472,1,0.75,0.08,780,1950,2.5,0.25,0.3,1.414213562,TRUE
1473,1,0.75,0.08,780,1950,2.5,0.01,0.1,12.24744871,TRUE
1474,1,0.75,0.08,780,1950,2.5,0.01,0.3,7.071067812,TRUE
1475,1,0.75,0.08,780,1950,2.5,0.005,0.1,17.32050808,TRUE
1476,1,0.75,0.08,780,1950,2.5,0.005,0.3,10,TRUE
1477,1,0.75,0.08,780,5460,7,0.25,0.1,4.098780306,TRUE
1478,1,0.75,0.08,780,5460,7,0.25,0.3,2.366431913,TRUE
1479,1,0.75,0.08,780,5460,7,0.01,0.1,20.49390153,TRUE
1480,1,0.75,0.08,780,5460,7,0.01,0.3,11.83215957,TRUE
1481,1,0.75,0.08,780,5460,7,0.005,0.1,28.98275349,TRUE
1482,1,0.75,0.08,780,5460,7,0.005,0.3,16.73320053,TRUE
1483,1,0.75,0.08,780,7800,10,0.25,0.1,4.898979486,TRUE
1484,1,0.75,0.08,780,7800,10,0.25,0.3,2.828427125,TRUE
1485,1,0.75,0.08,780,7800,10,0.01,0.1,24.49489743,TRUE
1486,1,0.75,0.08,780,7800,10,0.01,0.3,14.14213562,TRUE
1487,1,0.75,0.08,780,7800,10,0.005,0.1,34.64101615,TRUE
1488,1,0.75,0.08,780,7800,10,0.005,0.3,20,TRUE
1489,1,0.75,0.08,37500,37500,1,0.25,0.1,1.549193338,TRUE
1490,1,0.75,0.08,37500,37500,1,0.25,0.3,0.894427191,FALSE
1491,1,0.75,0.08,37500,37500,1,0.01,0.1,7.745966692,TRUE
1492,1,0.75,0.08,37500,37500,1,0.01,0.3,4.472135955,TRUE
1493,1,0.75,0.08,37500,37500,1,0.005,0.1,10.95445115,TRUE
1494,1,0.75,0.08,37500,37500,1,0.005,0.3,6.32455532,TRUE
1495,1,0.75,0.08,37500,93750,2.5,0.25,0.1,2.449489743,TRUE
1496,1,0.75,0.08,37500,93750,2.5,0.25,0.3,1.414213562,TRUE
1497,1,0.75,0.08,37500,93750,2.5,0.01,0.1,12.24744871,TRUE
1498,1,0.75,0.08,37500,93750,2.5,0.01,0.3,7.071067812,TRUE
1499,1,0.75,0.08,37500,93750,2.5,0.005,0.1,17.32050808,TRUE
1500,1,0.75,0.08,37500,93750,2.5,0.005,0.3,10,TRUE
1501,1,0.75,0.08,37500,262500,7,0.25,0.1,4.098780306,TRUE
1502,1,0.75,0.08,37500,262500,7,0.25,0.3,2.366431913,TRUE
1503,1,0.75,0.08,37500,262500,7,0.01,0.1,20.49390153,TRUE
1504,1,0.75,0.08,37500,262500,7,0.01,0.3,11.83215957,TRUE
1505,1,0.75,0.08,37500,262500,7,0.005,0.1,28.98275349,TRUE
1506,1,0.75,0.08,37500,262500,7,0.005,0.3,16.73320053,TRUE
1507,1,0.75,0.08,37500,375000,10,0.25,0.1,4.898979486,TRUE
1508,1,0.75,0.08,37500,375000,10,0.25,0.3,2.828427125,TRUE
1509,1,0.75,0.08,37500,375000,10,0.01,0.1,24.49489743,TRUE
1510,1,0.75,0.08,37500,375000,10,0.01,0.3,14.14213562,TRUE
1511,1,0.75,0.08,37500,375000,10,0.005,0.1,34.64101615,TRUE
1512,1,0.75,0.08,37500,375000,10,0.005,0.3,20,TRUE
1513,1,0.75,0.08,19820,19820,1,0.25,0.1,1.549193338,TRUE
1514,1,0.75,0.08,19820,19820,1,0.25,0.3,0.894427191,FALSE
1515,1,0.75,0.08,19820,19820,1,0.01,0.1,7.745966692,TRUE
1516,1,0.75,0.08,19820,19820,1,0.01,0.3,4.472135955,TRUE
1517,1,0.75,0.08,19820,19820,1,0.005,0.1,10.95445115,TRUE
1518,1,0.75,0.08,19820,19820,1,0.005,0.3,6.32455532,TRUE
1519,1,0.75,0.08,19820,49550,2.5,0.25,0.1,2.449489743,TRUE
1520,1,0.75,0.08,19820,49550,2.5,0.25,0.3,1.414213562,TRUE
1521,1,0.75,0.08,19820,49550,2.5,0.01,0.1,12.24744871,TRUE
1522,1,0.75,0.08,19820,49550,2.5,0.01,0.3,7.071067812,TRUE
1523,1,0.75,0.08,19820,49550,2.5,0.005,0.1,17.32050808,TRUE
1524,1,0.75,0.08,19820,49550,2.5,0.005,0.3,10,TRUE
1525,1,0.75,0.08,19820,138740,7,0.25,0.1,4.098780306,TRUE
1526,1,0.75,0.08,19820,138740,7,0.25,0.3,2.366431913,TRUE
1527,1,0.75,0.08,19820,138740,7,0.01,0.1,20.49390153,TRUE
1528,1,0.75,0.08,19820,138740,7,0.01,0.3,11.83215957,TRUE
1529,1,0.75,0.08,19820,138740,7,0.005,0.1,28.98275349,TRUE
1530,1,0.75,0.08,19820,138740,7,0.005,0.3,16.73320053,TRUE
1531,1,0.75,0.08,19820,198200,10,0.25,0.1,4.898979486,TRUE
1532,1,0.75,0.08,19820,198200,10,0.25,0.3,2.828427125,TRUE
1533,1,0.75,0.08,19820,198200,10,0.01,0.1,24.49489743,TRUE
1534,1,0.75,0.08,19820,198200,10,0.01,0.3,14.14213562,TRUE
1535,1,0.75,0.08,19820,198200,10,0.005,0.1,34.64101615,TRUE
1536,1,0.75,0.08,19820,198200,10,0.005,0.3,20,TRUE
1537,1,0.75,0.27,100,100,1,0.25,0.1,2.846049894,TRUE
1538,1,0.75,0.27,100,100,1,0.25,0.3,1.643167673,TRUE
1539,1,0.75,0.27,100,100,1,0.01,0.1,14.23024947,TRUE
1540,1,0.75,0.27,100,100,1,0.01,0.3,8.215838363,TRUE
1541,1,0.75,0.27,100,100,1,0.005,0.1,20.1246118,TRUE
1542,1,0.75,0.27,100,100,1,0.005,0.3,11.61895004,TRUE
1543,1,0.75,0.27,100,250,2.5,0.25,0.1,4.5,TRUE
1544,1,0.75,0.27,100,250,2.5,0.25,0.3,2.598076211,TRUE
1545,1,0.75,0.27,100,250,2.5,0.01,0.1,22.5,TRUE
1546,1,0.75,0.27,100,250,2.5,0.01,0.3,12.99038106,TRUE
1547,1,0.75,0.27,100,250,2.5,0.005,0.1,31.81980515,TRUE
1548,1,0.75,0.27,100,250,2.5,0.005,0.3,18.37117307,TRUE
1549,1,0.75,0.27,100,700,7,0.25,0.1,7.529940239,TRUE
1550,1,0.75,0.27,100,700,7,0.25,0.3,4.347413024,TRUE
1551,1,0.75,0.27,100,700,7,0.01,0.1,37.64970119,TRUE
1552,1,0.75,0.27,100,700,7,0.01,0.3,21.73706512,TRUE
1553,1,0.75,0.27,100,700,7,0.005,0.1,53.24471805,TRUE
1554,1,0.75,0.27,100,700,7,0.005,0.3,30.7408523,TRUE
1555,1,0.75,0.27,100,1000,10,0.25,0.1,9,TRUE
1556,1,0.75,0.27,100,1000,10,0.25,0.3,5.196152423,TRUE
1557,1,0.75,0.27,100,1000,10,0.01,0.1,45,TRUE
1558,1,0.75,0.27,100,1000,10,0.01,0.3,25.98076211,TRUE
1559,1,0.75,0.27,100,1000,10,0.005,0.1,63.63961031,TRUE
1560,1,0.75,0.27,100,1000,10,0.005,0.3,36.74234614,TRUE
1561,1,0.75,0.27,780,780,1,0.25,0.1,2.846049894,TRUE
1562,1,0.75,0.27,780,780,1,0.25,0.3,1.643167673,TRUE
1563,1,0.75,0.27,780,780,1,0.01,0.1,14.23024947,TRUE
1564,1,0.75,0.27,780,780,1,0.01,0.3,8.215838363,TRUE
1565,1,0.75,0.27,780,780,1,0.005,0.1,20.1246118,TRUE
1566,1,0.75,0.27,780,780,1,0.005,0.3,11.61895004,TRUE
1567,1,0.75,0.27,780,1950,2.5,0.25,0.1,4.5,TRUE
1568,1,0.75,0.27,780,1950,2.5,0.25,0.3,2.598076211,TRUE
1569,1,0.75,0.27,780,1950,2.5,0.01,0.1,22.5,TRUE
1570,1,0.75,0.27,780,1950,2.5,0.01,0.3,12.99038106,TRUE
1571,1,0.75,0.27,780,1950,2.5,0.005,0.1,31.81980515,TRUE
1572,1,0.75,0.27,780,1950,2.5,0.005,0.3,18.37117307,TRUE
1573,1,0.75,0.27,780,5460,7,0.25,0.1,7.529940239,TRUE
1574,1,0.75,0.27,780,5460,7,0.25,0.3,4.347413024,TRUE
1575,1,0.75,0.27,780,5460,7,0.01,0.1,37.64970119,TRUE
1576,1,0.75,0.27,780,5460,7,0.01,0.3,21.73706512,TRUE
1577,1,0.75,0.27,780,5460,7,0.005,0.1,53.24471805,TRUE
1578,1,0.75,0.27,780,5460,7,0.005,0.3,30.7408523,TRUE
1579,1,0.75,0.27,780,7800,10,0.25,0.1,9,TRUE
1580,1,0.75,0.27,780,7800,10,0.25,0.3,5.196152423,TRUE
1581,1,0.75,0.27,780,7800,10,0.01,0.1,45,TRUE
1582,1,0.75,0.27,780,7800,10,0.01,0.3,25.98076211,TRUE
1583,1,0.75,0.27,780,7800,10,0.005,0.1,63.63961031,TRUE
1584,1,0.75,0.27,780,7800,10,0.005,0.3,36.74234614,TRUE
1585,1,0.75,0.27,37500,37500,1,0.25,0.1,2.846049894,TRUE
1586,1,0.75,0.27,37500,37500,1,0.25,0.3,1.643167673,TRUE
1587,1,0.75,0.27,37500,37500,1,0.01,0.1,14.23024947,TRUE
1588,1,0.75,0.27,37500,37500,1,0.01,0.3,8.215838363,TRUE
1589,1,0.75,0.27,37500,37500,1,0.005,0.1,20.1246118,TRUE
1590,1,0.75,0.27,37500,37500,1,0.005,0.3,11.61895004,TRUE
1591,1,0.75,0.27,37500,93750,2.5,0.25,0.1,4.5,TRUE
1592,1,0.75,0.27,37500,93750,2.5,0.25,0.3,2.598076211,TRUE
1593,1,0.75,0.27,37500,93750,2.5,0.01,0.1,22.5,TRUE
1594,1,0.75,0.27,37500,93750,2.5,0.01,0.3,12.99038106,TRUE
1595,1,0.75,0.27,37500,93750,2.5,0.005,0.1,31.81980515,TRUE
1596,1,0.75,0.27,37500,93750,2.5,0.005,0.3,18.37117307,TRUE
1597,1,0.75,0.27,37500,262500,7,0.25,0.1,7.529940239,TRUE
1598,1,0.75,0.27,37500,262500,7,0.25,0.3,4.347413024,TRUE
1599,1,0.75,0.27,37500,262500,7,0.01,0.1,37.64970119,TRUE
1600,1,0.75,0.27,37500,262500,7,0.01,0.3,21.73706512,TRUE
1601,1,0.75,0.27,37500,262500,7,0.005,0.1,53.24471805,TRUE
1602,1,0.75,0.27,37500,262500,7,0.005,0.3,30.7408523,TRUE
1603,1,0.75,0.27,37500,375000,10,0.25,0.1,9,TRUE
1604,1,0.75,0.27,37500,375000,10,0.25,0.3,5.196152423,TRUE
1605,1,0.75,0.27,37500,375000,10,0.01,0.1,45,TRUE
1606,1,0.75,0.27,37500,375000,10,0.01,0.3,25.98076211,TRUE
1607,1,0.75,0.27,37500,375000,10,0.005,0.1,63.63961031,TRUE
1608,1,0.75,0.27,37500,375000,10,0.005,0.3,36.74234614,TRUE
1609,1,0.75,0.27,19820,19820,1,0.25,0.1,2.846049894,TRUE
1610,1,0.75,0.27,19820,19820,1,0.25,0.3,1.643167673,TRUE
1611,1,0.75,0.27,19820,19820,1,0.01,0.1,14.23024947,TRUE
1612,1,0.75,0.27,19820,19820,1,0.01,0.3,8.215838363,TRUE
1613,1,0.75,0.27,19820,19820,1,0.005,0.1,20.1246118,TRUE
1614,1,0.75,0.27,19820,19820,1,0.005,0.3,11.61895004,TRUE
1615,1,0.75,0.27,19820,49550,2.5,0.25,0.1,4.5,TRUE
1616,1,0.75,0.27,19820,49550,2.5,0.25,0.3,2.598076211,TRUE
1617,1,0.75,0.27,19820,49550,2.5,0.01,0.1,22.5,TRUE
1618,1,0.75,0.27,19820,49550,2.5,0.01,0.3,12.99038106,TRUE
1619,1,0.75,0.27,19820,49550,2.5,0.005,0.1,31.81980515,TRUE
1620,1,0.75,0.27,19820,49550,2.5,0.005,0.3,18.37117307,TRUE
1621,1,0.75,0.27,19820,138740,7,0.25,0.1,7.529940239,TRUE
1622,1,0.75,0.27,19820,138740,7,0.25,0.3,4.347413024,TRUE
1623,1,0.75,0.27,19820,138740,7,0.01,0.1,37.64970119,TRUE
1624,1,0.75,0.27,19820,138740,7,0.01,0.3,21.73706512,TRUE
1625,1,0.75,0.27,19820,138740,7,0.005,0.1,53.24471805,TRUE
1626,1,0.75,0.27,19820,138740,7,0.005,0.3,30.7408523,TRUE
1627,1,0.75,0.27,19820,198200,10,0.25,0.1,9,TRUE
1628,1,0.75,0.27,19820,198200,10,0.25,0.3,5.196152423,TRUE
1629,1,0.75,0.27,19820,198200,10,0.01,0.1,45,TRUE
1630,1,0.75,0.27,19820,198200,10,0.01,0.3,25.98076211,TRUE
1631,1,0.75,0.27,19820,198200,10,0.005,0.1,63.63961031,TRUE
1632,1,0.75,0.27,19820,198200,10,0.005,0.3,36.74234614,TRUE
1633,1,0.75,0.6,100,100,1,0.25,0.1,4.242640687,TRUE
1634,1,0.75,0.6,100,100,1,0.25,0.3,2.449489743,TRUE
1635,1,0.75,0.6,100,100,1,0.01,0.1,21.21320344,TRUE
1636,1,0.75,0.6,100,100,1,0.01,0.3,12.24744871,TRUE
1637,1,0.75,0.6,100,100,1,0.005,0.1,30,TRUE
1638,1,0.75,0.6,100,100,1,0.005,0.3,17.32050808,TRUE
1639,1,0.75,0.6,100,250,2.5,0.25,0.1,6.708203932,TRUE
1640,1,0.75,0.6,100,250,2.5,0.25,0.3,3.872983346,TRUE
1641,1,0.75,0.6,100,250,2.5,0.01,0.1,33.54101966,TRUE
1642,1,0.75,0.6,100,250,2.5,0.01,0.3,19.36491673,TRUE
1643,1,0.75,0.6,100,250,2.5,0.005,0.1,47.4341649,TRUE
1644,1,0.75,0.6,100,250,2.5,0.005,0.3,27.38612788,TRUE
1645,1,0.75,0.6,100,700,7,0.25,0.1,11.22497216,TRUE
1646,1,0.75,0.6,100,700,7,0.25,0.3,6.480740698,TRUE
1647,1,0.75,0.6,100,700,7,0.01,0.1,56.1248608,TRUE
1648,1,0.75,0.6,100,700,7,0.01,0.3,32.40370349,TRUE
1649,1,0.75,0.6,100,700,7,0.005,0.1,79.37253933,TRUE
1650,1,0.75,0.6,100,700,7,0.005,0.3,45.82575695,TRUE
1651,1,0.75,0.6,100,1000,10,0.25,0.1,13.41640786,TRUE
1652,1,0.75,0.6,100,1000,10,0.25,0.3,7.745966692,TRUE
1653,1,0.75,0.6,100,1000,10,0.01,0.1,67.08203932,TRUE
1654,1,0.75,0.6,100,1000,10,0.01,0.3,38.72983346,TRUE
1655,1,0.75,0.6,100,1000,10,0.005,0.1,94.86832981,TRUE
1656,1,0.75,0.6,100,1000,10,0.005,0.3,54.77225575,TRUE
1657,1,0.75,0.6,780,780,1,0.25,0.1,4.242640687,TRUE
1658,1,0.75,0.6,780,780,1,0.25,0.3,2.449489743,TRUE
1659,1,0.75,0.6,780,780,1,0.01,0.1,21.21320344,TRUE
1660,1,0.75,0.6,780,780,1,0.01,0.3,12.24744871,TRUE
1661,1,0.75,0.6,780,780,1,0.005,0.1,30,TRUE
1662,1,0.75,0.6,780,780,1,0.005,0.3,17.32050808,TRUE
1663,1,0.75,0.6,780,1950,2.5,0.25,0.1,6.708203932,TRUE
1664,1,0.75,0.6,780,1950,2.5,0.25,0.3,3.872983346,TRUE
1665,1,0.75,0.6,780,1950,2.5,0.01,0.1,33.54101966,TRUE
1666,1,0.75,0.6,780,1950,2.5,0.01,0.3,19.36491673,TRUE
1667,1,0.75,0.6,780,1950,2.5,0.005,0.1,47.4341649,TRUE
1668,1,0.75,0.6,780,1950,2.5,0.005,0.3,27.38612788,TRUE
1669,1,0.75,0.6,780,5460,7,0.25,0.1,11.22497216,TRUE
1670,1,0.75,0.6,780,5460,7,0.25,0.3,6.480740698,TRUE
1671,1,0.75,0.6,780,5460,7,0.01,0.1,56.1248608,TRUE
1672,1,0.75,0.6,780,5460,7,0.01,0.3,32.40370349,TRUE
1673,1,0.75,0.6,780,5460,7,0.005,0.1,79.37253933,TRUE
1674,1,0.75,0.6,780,5460,7,0.005,0.3,45.82575695,TRUE
1675,1,0.75,0.6,780,7800,10,0.25,0.1,13.41640786,TRUE
1676,1,0.75,0.6,780,7800,10,0.25,0.3,7.745966692,TRUE
1677,1,0.75,0.6,780,7800,10,0.01,0.1,67.08203932,TRUE
1678,1,0.75,0.6,780,7800,10,0.01,0.3,38.72983346,TRUE
1679,1,0.75,0.6,780,7800,10,0.005,0.1,94.86832981,TRUE
1680,1,0.75,0.6,780,7800,10,0.005,0.3,54.77225575,TRUE
1681,1,0.75,0.6,37500,37500,1,0.25,0.1,4.242640687,TRUE
1682,1,0.75,0.6,37500,37500,1,0.25,0.3,2.449489743,TRUE
1683,1,0.75,0.6,37500,37500,1,0.01,0.1,21.21320344,TRUE
1684,1,0.75,0.6,37500,37500,1,0.01,0.3,12.24744871,TRUE
1685,1,0.75,0.6,37500,37500,1,0.005,0.1,30,TRUE
1686,1,0.75,0.6,37500,37500,1,0.005,0.3,17.32050808,TRUE
1687,1,0.75,0.6,37500,93750,2.5,0.25,0.1,6.708203932,TRUE
1688,1,0.75,0.6,37500,93750,2.5,0.25,0.3,3.872983346,TRUE
1689,1,0.75,0.6,37500,93750,2.5,0.01,0.1,33.54101966,TRUE
1690,1,0.75,0.6,37500,93750,2.5,0.01,0.3,19.36491673,TRUE
1691,1,0.75,0.6,37500,93750,2.5,0.005,0.1,47.4341649,TRUE
1692,1,0.75,0.6,37500,93750,2.5,0.005,0.3,27.38612788,TRUE
1693,1,0.75,0.6,37500,262500,7,0.25,0.1,11.22497216,TRUE
1694,1,0.75,0.6,37500,262500,7,0.25,0.3,6.480740698,TRUE
1695,1,0.75,0.6,37500,262500,7,0.01,0.1,56.1248608,TRUE
1696,1,0.75,0.6,37500,262500,7,0.01,0.3,32.40370349,TRUE
1697,1,0.75,0.6,37500,262500,7,0.005,0.1,79.37253933,TRUE
1698,1,0.75,0.6,37500,262500,7,0.005,0.3,45.82575695,TRUE
1699,1,0.75,0.6,37500,375000,10,0.25,0.1,13.41640786,TRUE
1700,1,0.75,0.6,37500,375000,10,0.25,0.3,7.745966692,TRUE
1701,1,0.75,0.6,37500,375000,10,0.01,0.1,67.08203932,TRUE
1702,1,0.75,0.6,37500,375000,10,0.01,0.3,38.72983346,TRUE
1703,1,0.75,0.6,37500,375000,10,0.005,0.1,94.86832981,TRUE
1704,1,0.75,0.6,37500,375000,10,0.005,0.3,54.77225575,TRUE
1705,1,0.75,0.6,19820,19820,1,0.25,0.1,4.242640687,TRUE
1706,1,0.75,0.6,19820,19820,1,0.25,0.3,2.449489743,TRUE
1707,1,0.75,0.6,19820,19820,1,0.01,0.1,21.21320344,TRUE
1708,1,0.75,0.6,19820,19820,1,0.01,0.3,12.24744871,TRUE
1709,1,0.75,0.6,19820,19820,1,0.005,0.1,30,TRUE
1710,1,0.75,0.6,19820,19820,1,0.005,0.3,17.32050808,TRUE
1711,1,0.75,0.6,19820,49550,2.5,0.25,0.1,6.708203932,TRUE
1712,1,0.75,0.6,19820,49550,2.5,0.25,0.3,3.872983346,TRUE
1713,1,0.75,0.6,19820,49550,2.5,0.01,0.1,33.54101966,TRUE
1714,1,0.75,0.6,19820,49550,2.5,0.01,0.3,19.36491673,TRUE
1715,1,0.75,0.6,19820,49550,2.5,0.005,0.1,47.4341649,TRUE
1716,1,0.75,0.6,19820,49550,2.5,0.005,0.3,27.38612788,TRUE
1717,1,0.75,0.6,19820,138740,7,0.25,0.1,11.22497216,TRUE
1718,1,0.75,0.6,19820,138740,7,0.25,0.3,6.480740698,TRUE
1719,1,0.75,0.6,19820,138740,7,0.01,0.1,56.1248608,TRUE
1720,1,0.75,0.6,19820,138740,7,0.01,0.3,32.40370349,TRUE
1721,1,0.75,0.6,19820,138740,7,0.005,0.1,79.37253933,TRUE
1722,1,0.75,0.6,19820,138740,7,0.005,0.3,45.82575695,TRUE
1723,1,0.75,0.6,19820,198200,10,0.25,0.1,13.41640786,TRUE
1724,1,0.75,0.6,19820,198200,10,0.25,0.3,7.745966692,TRUE
1725,1,0.75,0.6,19820,198200,10,0.01,0.1,67.08203932,TRUE
1726,1,0.75,0.6,19820,198200,10,0.01,0.3,38.72983346,TRUE
1727,1,0.75,0.6,19820,198200,10,0.005,0.1,94.86832981,TRUE
1728,1,0.75,0.6,19820,198200,10,0.005,0.3,54.77225575,TRUE
